nan;X;Y;X;Y;Puestos equivalentes;nan;100.0
Calle 634;33;12;34;12;26;nan;nan
Calle 635;34;12;35;12;26;nan;nan
Calle 636;35;12;36;12;26;nan;nan
Calle 637;36;12;37;12;26;nan;nan
Calle 638;37;12;38;12;26;nan;nan
Calle 639;38;12;39;12;26;nan;nan
Calle 640;39;12;40;12;26;nan;nan
Calle 641;40;12;41;12;26;nan;nan
Calle 642;41;12;42;12;26;nan;nan
Calle 643;42;12;43;12;26;nan;nan
Calle 644;43;12;44;12;26;nan;nan
Calle 645;44;12;45;12;26;nan;nan
Calle 646;45;12;46;12;26;nan;nan
Calle 647;46;12;47;12;26;nan;nan
Calle 648;47;12;48;12;26;nan;nan
Calle 649;48;12;49;12;26;nan;nan
Calle 650;49;12;50;12;26;nan;nan
Calle 651;0;13;1;13;26;nan;nan
Calle 652;1;13;2;13;26;nan;nan
Calle 653;2;13;3;13;26;nan;nan
Calle 654;3;13;4;13;26;nan;nan
Calle 655;4;13;5;13;26;nan;nan
Calle 656;5;13;6;13;26;nan;nan
Calle 657;6;13;7;13;26;nan;nan
Calle 658;7;13;8;13;26;nan;nan
Calle 659;8;13;9;13;26;nan;nan
Calle 660;9;13;10;13;26;nan;nan
Calle 661;10;13;11;13;26;nan;nan
Calle 662;11;13;12;13;26;nan;nan
Calle 663;12;13;13;13;26;nan;nan
Calle 664;13;13;14;13;26;nan;nan
Calle 665;14;13;15;13;26;nan;nan
Calle 666;15;13;16;13;26;nan;nan
Calle 667;16;13;17;13;26;nan;nan
Calle 668;17;13;18;13;26;nan;nan
Calle 669;18;13;19;13;26;nan;nan
Calle 670;19;13;20;13;26;nan;nan
Calle 671;20;13;21;13;26;nan;nan
Calle 672;21;13;22;13;26;nan;nan
Calle 673;22;13;23;13;26;nan;nan
Calle 674;23;13;24;13;26;nan;nan
Calle 675;24;13;25;13;26;nan;nan
Calle 676;25;13;26;13;26;nan;nan
Calle 677;26;13;27;13;26;nan;nan
Calle 678;27;13;28;13;26;nan;nan
Calle 679;28;13;29;13;26;nan;nan
Calle 680;29;13;30;13;26;nan;nan
Calle 681;30;13;31;13;26;nan;nan
Calle 682;31;13;32;13;26;nan;nan
Calle 683;32;13;33;13;26;nan;nan
Calle 684;33;13;34;13;26;nan;nan
Calle 685;34;13;35;13;26;nan;nan
Calle 686;35;13;36;13;26;nan;nan
Calle 687;36;13;37;13;26;nan;nan
Calle 688;37;13;38;13;26;nan;nan
Calle 689;38;13;39;13;26;nan;nan
Calle 690;39;13;40;13;26;nan;nan
Calle 691;40;13;41;13;26;nan;nan
Calle 692;41;13;42;13;26;nan;nan
Calle 693;42;13;43;13;26;nan;nan
Calle 694;43;13;44;13;26;nan;nan
Calle 695;44;13;45;13;26;nan;nan
Calle 696;45;13;46;13;26;nan;nan
Calle 697;46;13;47;13;26;nan;nan
Calle 698;47;13;48;13;26;nan;nan
Calle 699;48;13;49;13;26;nan;nan
Calle 700;49;13;50;13;26;nan;nan
Calle 701;0;14;1;14;26;nan;nan
Calle 702;1;14;2;14;26;nan;nan
Calle 703;2;14;3;14;26;nan;nan
Calle 704;3;14;4;14;26;nan;nan
Calle 705;4;14;5;14;26;nan;nan
Calle 706;5;14;6;14;26;nan;nan
Calle 707;6;14;7;14;26;nan;nan
Calle 708;7;14;8;14;26;nan;nan
Calle 709;8;14;9;14;26;nan;nan
Calle 710;9;14;10;14;26;nan;nan
Calle 711;10;14;11;14;26;nan;nan
Calle 712;11;14;12;14;26;nan;nan
Calle 713;12;14;13;14;26;nan;nan
Calle 714;13;14;14;14;26;nan;nan
Calle 715;14;14;15;14;26;nan;nan
Calle 716;15;14;16;14;26;nan;nan
Calle 717;16;14;17;14;26;nan;nan
Calle 718;17;14;18;14;26;nan;nan
Calle 719;18;14;19;14;26;nan;nan
Calle 720;19;14;20;14;26;nan;nan
Calle 721;20;14;21;14;26;nan;nan
Calle 722;21;14;22;14;26;nan;nan
Calle 723;22;14;23;14;26;nan;nan
Calle 724;23;14;24;14;26;nan;nan
Calle 725;24;14;25;14;26;nan;nan
Calle 726;25;14;26;14;26;nan;nan
Calle 727;26;14;27;14;26;nan;nan
Calle 728;27;14;28;14;26;nan;nan
Calle 729;28;14;29;14;26;nan;nan
Calle 730;29;14;30;14;26;nan;nan
Calle 731;30;14;31;14;26;nan;nan
Calle 732;31;14;32;14;26;nan;nan
Calle 733;32;14;33;14;26;nan;nan
Calle 734;33;14;34;14;26;nan;nan
Calle 735;34;14;35;14;26;nan;nan
Calle 736;35;14;36;14;26;nan;nan
Calle 737;36;14;37;14;26;nan;nan
Calle 738;37;14;38;14;26;nan;nan
Calle 739;38;14;39;14;26;nan;nan
Calle 740;39;14;40;14;26;nan;nan
Calle 741;40;14;41;14;26;nan;nan
Calle 742;41;14;42;14;26;nan;nan
Calle 743;42;14;43;14;26;nan;nan
Calle 744;43;14;44;14;26;nan;nan
Calle 745;44;14;45;14;26;nan;nan
Calle 746;45;14;46;14;26;nan;nan
Calle 747;46;14;47;14;26;nan;nan
Calle 748;47;14;48;14;26;nan;nan
Calle 749;48;14;49;14;26;nan;nan
Calle 750;49;14;50;14;26;nan;nan
Calle 751;0;15;1;15;26;nan;nan
Calle 752;1;15;2;15;26;nan;nan
Calle 753;2;15;3;15;26;nan;nan
Calle 754;3;15;4;15;26;nan;nan
Calle 755;4;15;5;15;26;nan;nan
Calle 756;5;15;6;15;26;nan;nan
Calle 757;6;15;7;15;26;nan;nan
Calle 758;7;15;8;15;26;nan;nan
Calle 759;8;15;9;15;26;nan;nan
Calle 760;9;15;10;15;26;nan;nan
Calle 761;10;15;11;15;26;nan;nan
Calle 762;11;15;12;15;26;nan;nan
Calle 763;12;15;13;15;26;nan;nan
Calle 764;13;15;14;15;26;nan;nan
Calle 765;14;15;15;15;26;nan;nan
Calle 766;15;15;16;15;26;nan;nan
Calle 767;16;15;17;15;26;nan;nan
Calle 768;17;15;18;15;26;nan;nan
Calle 769;18;15;19;15;26;nan;nan
Calle 770;19;15;20;15;26;nan;nan
Calle 771;20;15;21;15;26;nan;nan
Calle 772;21;15;22;15;26;nan;nan
Calle 773;22;15;23;15;26;nan;nan
Calle 774;23;15;24;15;26;nan;nan
Calle 775;24;15;25;15;26;nan;nan
Calle 776;25;15;26;15;26;nan;nan
Calle 777;26;15;27;15;26;nan;nan
Calle 778;27;15;28;15;26;nan;nan
Calle 779;28;15;29;15;26;nan;nan
Calle 780;29;15;30;15;26;nan;nan
Calle 781;30;15;31;15;26;nan;nan
Calle 782;31;15;32;15;26;nan;nan
Calle 783;32;15;33;15;26;nan;nan
Calle 784;33;15;34;15;26;nan;nan
Calle 785;34;15;35;15;26;nan;nan
Calle 786;35;15;36;15;26;nan;nan
Calle 787;36;15;37;15;26;nan;nan
Calle 788;37;15;38;15;26;nan;nan
Calle 789;38;15;39;15;26;nan;nan
Calle 790;39;15;40;15;26;nan;nan
Calle 791;40;15;41;15;26;nan;nan
Calle 792;41;15;42;15;26;nan;nan
Calle 793;42;15;43;15;26;nan;nan
Calle 794;43;15;44;15;26;nan;nan
Calle 795;44;15;45;15;26;nan;nan
Calle 796;45;15;46;15;26;nan;nan
Calle 797;46;15;47;15;26;nan;nan
Calle 798;47;15;48;15;26;nan;nan
Calle 799;48;15;49;15;26;nan;nan
Calle 800;49;15;50;15;26;nan;nan
Calle 801;0;16;1;16;26;nan;nan
Calle 802;1;16;2;16;26;nan;nan
Calle 803;2;16;3;16;26;nan;nan
Calle 804;3;16;4;16;26;nan;nan
Calle 805;4;16;5;16;26;nan;nan
Calle 806;5;16;6;16;26;nan;nan
Calle 807;6;16;7;16;26;nan;nan
Calle 808;7;16;8;16;26;nan;nan
Calle 809;8;16;9;16;26;nan;nan
Calle 810;9;16;10;16;26;nan;nan
Calle 811;10;16;11;16;26;nan;nan
Calle 812;11;16;12;16;26;nan;nan
Calle 813;12;16;13;16;26;nan;nan
Calle 814;13;16;14;16;26;nan;nan
Calle 815;14;16;15;16;26;nan;nan
Calle 816;15;16;16;16;26;nan;nan
Calle 817;16;16;17;16;26;nan;nan
Calle 818;17;16;18;16;26;nan;nan
Calle 819;18;16;19;16;26;nan;nan
Calle 820;19;16;20;16;26;nan;nan
Calle 821;20;16;21;16;26;nan;nan
Calle 822;21;16;22;16;26;nan;nan
Calle 823;22;16;23;16;26;nan;nan
Calle 824;23;16;24;16;26;nan;nan
Calle 825;24;16;25;16;26;nan;nan
Calle 826;25;16;26;16;26;nan;nan
Calle 827;26;16;27;16;26;nan;nan
Calle 828;27;16;28;16;26;nan;nan
Calle 829;28;16;29;16;26;nan;nan
Calle 830;29;16;30;16;26;nan;nan
Calle 831;30;16;31;16;26;nan;nan
Calle 832;31;16;32;16;26;nan;nan
Calle 833;32;16;33;16;26;nan;nan
Calle 834;33;16;34;16;26;nan;nan
Calle 835;34;16;35;16;26;nan;nan
Calle 836;35;16;36;16;26;nan;nan
Calle 837;36;16;37;16;26;nan;nan
Calle 838;37;16;38;16;26;nan;nan
Calle 839;38;16;39;16;26;nan;nan
Calle 840;39;16;40;16;26;nan;nan
Calle 841;40;16;41;16;26;nan;nan
Calle 842;41;16;42;16;26;nan;nan
Calle 843;42;16;43;16;26;nan;nan
Calle 844;43;16;44;16;26;nan;nan
Calle 845;44;16;45;16;26;nan;nan
Calle 846;45;16;46;16;26;nan;nan
Calle 847;46;16;47;16;26;nan;nan
Calle 848;47;16;48;16;26;nan;nan
Calle 849;48;16;49;16;26;nan;nan
Calle 850;49;16;50;16;26;nan;nan
Calle 851;0;17;1;17;26;nan;nan
Calle 852;1;17;2;17;26;nan;nan
Calle 853;2;17;3;17;26;nan;nan
Calle 854;3;17;4;17;26;nan;nan
Calle 855;4;17;5;17;26;nan;nan
Calle 856;5;17;6;17;26;nan;nan
Calle 857;6;17;7;17;26;nan;nan
Calle 858;7;17;8;17;26;nan;nan
Calle 859;8;17;9;17;26;nan;nan
Calle 860;9;17;10;17;26;nan;nan
Calle 861;10;17;11;17;26;nan;nan
Calle 862;11;17;12;17;26;nan;nan
Calle 863;12;17;13;17;26;nan;nan
Calle 864;13;17;14;17;26;nan;nan
Calle 865;14;17;15;17;26;nan;nan
Calle 866;15;17;16;17;26;nan;nan
Calle 867;16;17;17;17;26;nan;nan
Calle 868;17;17;18;17;26;nan;nan
Calle 869;18;17;19;17;26;nan;nan
Calle 870;19;17;20;17;26;nan;nan
Calle 871;20;17;21;17;26;nan;nan
Calle 872;21;17;22;17;26;nan;nan
Calle 873;22;17;23;17;26;nan;nan
Calle 874;23;17;24;17;26;nan;nan
Calle 875;24;17;25;17;26;nan;nan
Calle 876;25;17;26;17;26;nan;nan
Calle 877;26;17;27;17;26;nan;nan
Calle 878;27;17;28;17;26;nan;nan
Calle 879;28;17;29;17;26;nan;nan
Calle 880;29;17;30;17;26;nan;nan
Calle 881;30;17;31;17;26;nan;nan
Calle 882;31;17;32;17;26;nan;nan
Calle 883;32;17;33;17;26;nan;nan
Calle 884;33;17;34;17;26;nan;nan
Calle 885;34;17;35;17;26;nan;nan
Calle 886;35;17;36;17;26;nan;nan
Calle 887;36;17;37;17;26;nan;nan
Calle 888;37;17;38;17;26;nan;nan
Calle 889;38;17;39;17;26;nan;nan
Calle 890;39;17;40;17;26;nan;nan
Calle 891;40;17;41;17;26;nan;nan
Calle 892;41;17;42;17;26;nan;nan
Calle 893;42;17;43;17;26;nan;nan
Calle 894;43;17;44;17;26;nan;nan
Calle 895;44;17;45;17;26;nan;nan
Calle 896;45;17;46;17;26;nan;nan
Calle 897;46;17;47;17;26;nan;nan
Calle 898;47;17;48;17;26;nan;nan
Calle 899;48;17;49;17;26;nan;nan
Calle 900;49;17;50;17;26;nan;nan
Calle 901;0;18;1;18;26;nan;nan
Calle 902;1;18;2;18;26;nan;nan
Calle 903;2;18;3;18;26;nan;nan
Calle 904;3;18;4;18;26;nan;nan
Calle 905;4;18;5;18;26;nan;nan
Calle 906;5;18;6;18;26;nan;nan
Calle 907;6;18;7;18;26;nan;nan
Calle 908;7;18;8;18;26;nan;nan
Calle 909;8;18;9;18;26;nan;nan
Calle 910;9;18;10;18;26;nan;nan
Calle 911;10;18;11;18;26;nan;nan
Calle 912;11;18;12;18;26;nan;nan
Calle 913;12;18;13;18;26;nan;nan
Calle 914;13;18;14;18;26;nan;nan
Calle 915;14;18;15;18;26;nan;nan
Calle 916;15;18;16;18;26;nan;nan
Calle 917;16;18;17;18;26;nan;nan
Calle 918;17;18;18;18;26;nan;nan
Calle 919;18;18;19;18;26;nan;nan
Calle 920;19;18;20;18;26;nan;nan
Calle 921;20;18;21;18;26;nan;nan
Calle 922;21;18;22;18;26;nan;nan
Calle 923;22;18;23;18;26;nan;nan
Calle 924;23;18;24;18;26;nan;nan
Calle 925;24;18;25;18;26;nan;nan
Calle 926;25;18;26;18;26;nan;nan
Calle 927;26;18;27;18;26;nan;nan
Calle 928;27;18;28;18;26;nan;nan
Calle 929;28;18;29;18;26;nan;nan
Calle 930;29;18;30;18;26;nan;nan
Calle 931;30;18;31;18;26;nan;nan
Calle 932;31;18;32;18;26;nan;nan
Calle 933;32;18;33;18;26;nan;nan
Calle 934;33;18;34;18;26;nan;nan
Calle 935;34;18;35;18;26;nan;nan
Calle 936;35;18;36;18;26;nan;nan
Calle 937;36;18;37;18;26;nan;nan
Calle 938;37;18;38;18;26;nan;nan
Calle 939;38;18;39;18;26;nan;nan
Calle 940;39;18;40;18;26;nan;nan
Calle 941;40;18;41;18;26;nan;nan
Calle 942;41;18;42;18;26;nan;nan
Calle 943;42;18;43;18;26;nan;nan
Calle 944;43;18;44;18;26;nan;nan
Calle 945;44;18;45;18;26;nan;nan
Calle 946;45;18;46;18;26;nan;nan
Calle 947;46;18;47;18;26;nan;nan
Calle 948;47;18;48;18;26;nan;nan
Calle 949;48;18;49;18;26;nan;nan
Calle 950;49;18;50;18;26;nan;nan
Calle 951;0;19;1;19;26;nan;nan
Calle 952;1;19;2;19;26;nan;nan
Calle 953;2;19;3;19;26;nan;nan
Calle 954;3;19;4;19;26;nan;nan
Calle 955;4;19;5;19;26;nan;nan
Calle 956;5;19;6;19;26;nan;nan
Calle 957;6;19;7;19;26;nan;nan
Calle 958;7;19;8;19;26;nan;nan
Calle 959;8;19;9;19;26;nan;nan
Calle 960;9;19;10;19;26;nan;nan
Calle 961;10;19;11;19;26;nan;nan
Calle 962;11;19;12;19;26;nan;nan
Calle 963;12;19;13;19;26;nan;nan
Calle 964;13;19;14;19;26;nan;nan
Calle 965;14;19;15;19;26;nan;nan
Calle 966;15;19;16;19;26;nan;nan
Calle 967;16;19;17;19;26;nan;nan
Calle 968;17;19;18;19;26;nan;nan
Calle 969;18;19;19;19;26;nan;nan
Calle 970;19;19;20;19;26;nan;nan
Calle 971;20;19;21;19;26;nan;nan
Calle 972;21;19;22;19;26;nan;nan
Calle 973;22;19;23;19;26;nan;nan
Calle 974;23;19;24;19;26;nan;nan
Calle 975;24;19;25;19;26;nan;nan
Calle 976;25;19;26;19;26;nan;nan
Calle 977;26;19;27;19;26;nan;nan
Calle 978;27;19;28;19;26;nan;nan
Calle 979;28;19;29;19;26;nan;nan
Calle 980;29;19;30;19;26;nan;nan
Calle 981;30;19;31;19;26;nan;nan
Calle 982;31;19;32;19;26;nan;nan
Calle 983;32;19;33;19;26;nan;nan
Calle 984;33;19;34;19;26;nan;nan
Calle 985;34;19;35;19;26;nan;nan
Calle 986;35;19;36;19;26;nan;nan
Calle 987;36;19;37;19;26;nan;nan
Calle 988;37;19;38;19;26;nan;nan
Calle 989;38;19;39;19;26;nan;nan
Calle 990;39;19;40;19;26;nan;nan
Calle 991;40;19;41;19;26;nan;nan
Calle 992;41;19;42;19;26;nan;nan
Calle 993;42;19;43;19;26;nan;nan
Calle 994;43;19;44;19;26;nan;nan
Calle 995;44;19;45;19;26;nan;nan
Calle 996;45;19;46;19;26;nan;nan
Calle 997;46;19;47;19;26;nan;nan
Calle 998;47;19;48;19;26;nan;nan
Calle 999;48;19;49;19;26;nan;nan
Calle 1000;49;19;50;19;26;nan;nan
Calle 1001;0;20;1;20;26;nan;nan
Calle 1002;1;20;2;20;26;nan;nan
Calle 1003;2;20;3;20;26;nan;nan
Calle 1004;3;20;4;20;26;nan;nan
Calle 1005;4;20;5;20;26;nan;nan
Calle 1006;5;20;6;20;26;nan;nan
Calle 1007;6;20;7;20;26;nan;nan
Calle 1008;7;20;8;20;26;nan;nan
Calle 1009;8;20;9;20;26;nan;nan
Calle 1010;9;20;10;20;26;nan;nan
Calle 1011;10;20;11;20;26;nan;nan
Calle 1012;11;20;12;20;26;nan;nan
Calle 1013;12;20;13;20;26;nan;nan
Calle 1014;13;20;14;20;26;nan;nan
Calle 1015;14;20;15;20;26;nan;nan
Calle 1016;15;20;16;20;26;nan;nan
Calle 1017;16;20;17;20;26;nan;nan
Calle 1018;17;20;18;20;26;nan;nan
Calle 1019;18;20;19;20;26;nan;nan
Calle 1020;19;20;20;20;26;nan;nan
Calle 1021;20;20;21;20;26;nan;nan
Calle 1022;21;20;22;20;26;nan;nan
Calle 1023;22;20;23;20;26;nan;nan
Calle 1024;23;20;24;20;26;nan;nan
Calle 1025;24;20;25;20;26;nan;nan
Calle 1026;25;20;26;20;26;nan;nan
Calle 1027;26;20;27;20;26;nan;nan
Calle 1028;27;20;28;20;26;nan;nan
Calle 1029;28;20;29;20;26;nan;nan
Calle 1030;29;20;30;20;26;nan;nan
Calle 1031;30;20;31;20;26;nan;nan
Calle 1032;31;20;32;20;26;nan;nan
Calle 1033;32;20;33;20;26;nan;nan
Calle 1034;33;20;34;20;26;nan;nan
Calle 1035;34;20;35;20;26;nan;nan
Calle 1036;35;20;36;20;26;nan;nan
Calle 1037;36;20;37;20;26;nan;nan
Calle 1038;37;20;38;20;26;nan;nan
Calle 1039;38;20;39;20;26;nan;nan
Calle 1040;39;20;40;20;26;nan;nan
Calle 1041;40;20;41;20;26;nan;nan
Calle 1042;41;20;42;20;26;nan;nan
Calle 1043;42;20;43;20;26;nan;nan
Calle 1044;43;20;44;20;26;nan;nan
Calle 1045;44;20;45;20;26;nan;nan
Calle 1046;45;20;46;20;26;nan;nan
Calle 1047;46;20;47;20;26;nan;nan
Calle 1048;47;20;48;20;26;nan;nan
Calle 1049;48;20;49;20;26;nan;nan
Calle 1050;49;20;50;20;26;nan;nan
Calle 1051;0;21;1;21;26;nan;nan
Calle 1052;1;21;2;21;26;nan;nan
Calle 1053;2;21;3;21;26;nan;nan
Calle 1054;3;21;4;21;26;nan;nan
Calle 1055;4;21;5;21;26;nan;nan
Calle 1056;5;21;6;21;26;nan;nan
Calle 1057;6;21;7;21;26;nan;nan
Calle 1058;7;21;8;21;26;nan;nan
Calle 1059;8;21;9;21;26;nan;nan
Calle 1060;9;21;10;21;26;nan;nan
Calle 1061;10;21;11;21;26;nan;nan
Calle 1062;11;21;12;21;26;nan;nan
Calle 1063;12;21;13;21;26;nan;nan
Calle 1064;13;21;14;21;26;nan;nan
Calle 1065;14;21;15;21;26;nan;nan
Calle 1066;15;21;16;21;26;nan;nan
Calle 1067;16;21;17;21;26;nan;nan
Calle 1068;17;21;18;21;26;nan;nan
Calle 1069;18;21;19;21;26;nan;nan
Calle 1070;19;21;20;21;26;nan;nan
Calle 1071;20;21;21;21;26;nan;nan
Calle 1072;21;21;22;21;26;nan;nan
Calle 1073;22;21;23;21;26;nan;nan
Calle 1074;23;21;24;21;26;nan;nan
Calle 1075;24;21;25;21;26;nan;nan
Calle 1076;25;21;26;21;26;nan;nan
Calle 1077;26;21;27;21;26;nan;nan
Calle 1078;27;21;28;21;26;nan;nan
Calle 1079;28;21;29;21;26;nan;nan
Calle 1080;29;21;30;21;26;nan;nan
Calle 1081;30;21;31;21;26;nan;nan
Calle 1082;31;21;32;21;26;nan;nan
Calle 1083;32;21;33;21;26;nan;nan
Calle 1084;33;21;34;21;26;nan;nan
Calle 1085;34;21;35;21;26;nan;nan
Calle 1086;35;21;36;21;26;nan;nan
Calle 1087;36;21;37;21;26;nan;nan
Calle 1088;37;21;38;21;26;nan;nan
Calle 1089;38;21;39;21;26;nan;nan
Calle 1090;39;21;40;21;26;nan;nan
Calle 1091;40;21;41;21;26;nan;nan
Calle 1092;41;21;42;21;26;nan;nan
Calle 1093;42;21;43;21;26;nan;nan
Calle 1094;43;21;44;21;26;nan;nan
Calle 1095;44;21;45;21;26;nan;nan
Calle 1096;45;21;46;21;26;nan;nan
Calle 1097;46;21;47;21;26;nan;nan
Calle 1098;47;21;48;21;26;nan;nan
Calle 1099;48;21;49;21;26;nan;nan
Calle 1100;49;21;50;21;26;nan;nan
Calle 1101;0;22;1;22;26;nan;nan
Calle 1102;1;22;2;22;26;nan;nan
Calle 1103;2;22;3;22;26;nan;nan
Calle 1104;3;22;4;22;26;nan;nan
Calle 1105;4;22;5;22;26;nan;nan
Calle 1106;5;22;6;22;26;nan;nan
Calle 1107;6;22;7;22;26;nan;nan
Calle 1108;7;22;8;22;26;nan;nan
Calle 1109;8;22;9;22;26;nan;nan
Calle 1110;9;22;10;22;26;nan;nan
Calle 1111;10;22;11;22;26;nan;nan
Calle 1112;11;22;12;22;26;nan;nan
Calle 1113;12;22;13;22;26;nan;nan
Calle 1114;13;22;14;22;26;nan;nan
Calle 1115;14;22;15;22;26;nan;nan
Calle 1116;15;22;16;22;26;nan;nan
Calle 1117;16;22;17;22;26;nan;nan
Calle 1118;17;22;18;22;26;nan;nan
Calle 1119;18;22;19;22;26;nan;nan
Calle 1120;19;22;20;22;26;nan;nan
Calle 1121;20;22;21;22;26;nan;nan
Calle 1122;21;22;22;22;26;nan;nan
Calle 1123;22;22;23;22;26;nan;nan
Calle 1124;23;22;24;22;26;nan;nan
Calle 1125;24;22;25;22;26;nan;nan
Calle 1126;25;22;26;22;26;nan;nan
Calle 1127;26;22;27;22;26;nan;nan
Calle 1128;27;22;28;22;26;nan;nan
Calle 1129;28;22;29;22;26;nan;nan
Calle 1130;29;22;30;22;26;nan;nan
Calle 1131;30;22;31;22;26;nan;nan
Calle 1132;31;22;32;22;26;nan;nan
Calle 1133;32;22;33;22;26;nan;nan
Calle 1134;33;22;34;22;26;nan;nan
Calle 1135;34;22;35;22;26;nan;nan
Calle 1136;35;22;36;22;26;nan;nan
Calle 1137;36;22;37;22;26;nan;nan
Calle 1138;37;22;38;22;26;nan;nan
Calle 1139;38;22;39;22;26;nan;nan
Calle 1140;39;22;40;22;26;nan;nan
Calle 1141;40;22;41;22;26;nan;nan
Calle 1142;41;22;42;22;26;nan;nan
Calle 1143;42;22;43;22;26;nan;nan
Calle 1144;43;22;44;22;26;nan;nan
Calle 1145;44;22;45;22;26;nan;nan
Calle 1146;45;22;46;22;26;nan;nan
Calle 1147;46;22;47;22;26;nan;nan
Calle 1148;47;22;48;22;26;nan;nan
Calle 1149;48;22;49;22;26;nan;nan
Calle 1150;49;22;50;22;26;nan;nan
Calle 1151;0;23;1;23;26;nan;nan
Calle 1152;1;23;2;23;26;nan;nan
Calle 1153;2;23;3;23;26;nan;nan
Calle 1154;3;23;4;23;26;nan;nan
Calle 1155;4;23;5;23;26;nan;nan
Calle 1156;5;23;6;23;26;nan;nan
Calle 1157;6;23;7;23;26;nan;nan
Calle 1158;7;23;8;23;26;nan;nan
Calle 1159;8;23;9;23;26;nan;nan
Calle 1160;9;23;10;23;26;nan;nan
Calle 1161;10;23;11;23;26;nan;nan
Calle 1162;11;23;12;23;26;nan;nan
Calle 1163;12;23;13;23;26;nan;nan
Calle 1164;13;23;14;23;26;nan;nan
Calle 1165;14;23;15;23;26;nan;nan
Calle 1166;15;23;16;23;26;nan;nan
Calle 1167;16;23;17;23;26;nan;nan
Calle 1168;17;23;18;23;26;nan;nan
Calle 1169;18;23;19;23;26;nan;nan
Calle 1170;19;23;20;23;26;nan;nan
Calle 1171;20;23;21;23;26;nan;nan
Calle 1172;21;23;22;23;26;nan;nan
Calle 1173;22;23;23;23;26;nan;nan
Calle 1174;23;23;24;23;26;nan;nan
Calle 1175;24;23;25;23;26;nan;nan
Calle 1176;25;23;26;23;26;nan;nan
Calle 1177;26;23;27;23;26;nan;nan
Calle 1178;27;23;28;23;26;nan;nan
Calle 1179;28;23;29;23;26;nan;nan
Calle 1180;29;23;30;23;26;nan;nan
Calle 1181;30;23;31;23;26;nan;nan
Calle 1182;31;23;32;23;26;nan;nan
Calle 1183;32;23;33;23;26;nan;nan
Calle 1184;33;23;34;23;26;nan;nan
Calle 1185;34;23;35;23;26;nan;nan
Calle 1186;35;23;36;23;26;nan;nan
Calle 1187;36;23;37;23;26;nan;nan
Calle 1188;37;23;38;23;26;nan;nan
Calle 1189;38;23;39;23;26;nan;nan
Calle 1190;39;23;40;23;26;nan;nan
Calle 1191;40;23;41;23;26;nan;nan
Calle 1192;41;23;42;23;26;nan;nan
Calle 1193;42;23;43;23;26;nan;nan
Calle 1194;43;23;44;23;26;nan;nan
Calle 1195;44;23;45;23;26;nan;nan
Calle 1196;45;23;46;23;26;nan;nan
Calle 1197;46;23;47;23;26;nan;nan
Calle 1198;47;23;48;23;26;nan;nan
Calle 1199;48;23;49;23;26;nan;nan
Calle 1200;49;23;50;23;26;nan;nan
Calle 1201;0;24;1;24;26;nan;nan
Calle 1202;1;24;2;24;26;nan;nan
Calle 1203;2;24;3;24;26;nan;nan
Calle 1204;3;24;4;24;26;nan;nan
Calle 1205;4;24;5;24;26;nan;nan
Calle 1206;5;24;6;24;26;nan;nan
Calle 1207;6;24;7;24;26;nan;nan
Calle 1208;7;24;8;24;26;nan;nan
Calle 1209;8;24;9;24;26;nan;nan
Calle 1210;9;24;10;24;26;nan;nan
Calle 1211;10;24;11;24;26;nan;nan
Calle 1212;11;24;12;24;26;nan;nan
Calle 1213;12;24;13;24;26;nan;nan
Calle 1214;13;24;14;24;26;nan;nan
Calle 1215;14;24;15;24;26;nan;nan
Calle 1216;15;24;16;24;26;nan;nan
Calle 1217;16;24;17;24;26;nan;nan
Calle 1218;17;24;18;24;26;nan;nan
Calle 1219;18;24;19;24;26;nan;nan
Calle 1220;19;24;20;24;26;nan;nan
Calle 1221;20;24;21;24;26;nan;nan
Calle 1222;21;24;22;24;26;nan;nan
Calle 1223;22;24;23;24;26;nan;nan
Calle 1224;23;24;24;24;26;nan;nan
Calle 1225;24;24;25;24;26;nan;nan
Calle 1226;25;24;26;24;26;nan;nan
Calle 1227;26;24;27;24;26;nan;nan
Calle 1228;27;24;28;24;26;nan;nan
Calle 1229;28;24;29;24;26;nan;nan
Calle 1230;29;24;30;24;26;nan;nan
Calle 1231;30;24;31;24;26;nan;nan
Calle 1232;31;24;32;24;26;nan;nan
Calle 1233;32;24;33;24;26;nan;nan
Calle 1234;33;24;34;24;26;nan;nan
Calle 1235;34;24;35;24;26;nan;nan
Calle 1236;35;24;36;24;26;nan;nan
Calle 1237;36;24;37;24;26;nan;nan
Calle 1238;37;24;38;24;26;nan;nan
Calle 1239;38;24;39;24;26;nan;nan
Calle 1240;39;24;40;24;26;nan;nan
Calle 1241;40;24;41;24;26;nan;nan
Calle 1242;41;24;42;24;26;nan;nan
Calle 1243;42;24;43;24;26;nan;nan
Calle 1244;43;24;44;24;26;nan;nan
Calle 1245;44;24;45;24;26;nan;nan
Calle 1246;45;24;46;24;26;nan;nan
Calle 1247;46;24;47;24;26;nan;nan
Calle 1248;47;24;48;24;26;nan;nan
Calle 1249;48;24;49;24;26;nan;nan
Calle 1250;49;24;50;24;26;nan;nan
Calle 1251;0;25;1;25;26;nan;nan
Calle 1252;1;25;2;25;26;nan;nan
Calle 1253;2;25;3;25;26;nan;nan
Calle 1254;3;25;4;25;26;nan;nan
Calle 1255;4;25;5;25;26;nan;nan
Calle 1256;5;25;6;25;26;nan;nan
